,Brand,Model,Ram,Rom,Processor,Price Category,Processor Type,Rom Type,Price  (₹)
138,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,40999
139,Dell,Dell 3400 Vostro Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61999
140,Acer,Acer B311-31 Travelmate B3 Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,23490
141,Acer,Acer B311-31 Travelmate B3 Laptop ,4GB,128GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,21999
142,Acer,Acer A315-23 Aspire 3 Laptop ,4GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,33490
143,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,1TB + 256GB Hybrid,11th Gen Intel Core i3,Budget Laptop,Intel,Hybrid,48499
144,HP,HP 15-ec1025AX Pavilion Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,61999
145,Dell,Dell Vostro 3400 Laptop ,8GB,1TB HDD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive,50499
146,Dell,Dell 3515 Inspiron 15 ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,45199
147,Dell,Dell 3511 Inspiron 15 ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,40999
148,Dell,Dell Vostro 3400 Laptop ,8GB,1TB HDD,11th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,41999
149,Lenovo,Lenovo PUIN IdeaPad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,47799
150,Dell,Dell 3515 Inspiron 15 Laptop ,8GB,1TB HDD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive,38999
151,Dell,Dell 5410 Inspiron 14 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999
152,Lenovo,Lenovo 56IN IdeaPad 3 Laptop ,8GB,256GB SSD,11th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,48999
153,HP,HP 15-DK2095TX Pavilion Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,74999
154,HP,HP 15-EC2075AX Pavilion Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,91999
155,HP,HP 13-BE0206AU Pavilion Aero Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,67999
156,Lenovo,Lenovo 92IN IdeaPad 3 Laptop ,8GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,31999
157,Lenovo,Lenovo 4DIN IdeaPad 5 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,65999
158,Lenovo,Lenovo 0AIN Yoga 7 Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,87999
159,Lenovo,Lenovo 07WIN Legion 5 Laptop ,16GB,512GB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,119999
160,Lenovo,Lenovo DWIN IdeaPad 3 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,52999
161,Lenovo,Lenovo DCIN IdeaPad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,47799
162,Lenovo,Lenovo DPIN Yoga 6 Convertible ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,81999
163,Lenovo,Lenovo BPIN IdeaPad 3 Gaming Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,49999
164,Lenovo,Lenovo 8AIN IdeaPad 5 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,59999
165,Lenovo,Lenovo 59IN IdeaPad Flex 5 Convertible ,16GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,81999
166,AVITA,AVITA PURA E NS14A6ING541 Laptop ,8GB,256GB SSD,AMD A6-9220e,Budget Laptop,AMD,Solid State Drive,25999
167,Dell,Dell 3511 Inspiron 15 ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,56499
168,Dell,Dell 3511 Inspiron 15 ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,57999
169,Lenovo,Lenovo BJIN IdeaPad Silm 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,47799
170,Asus,Asus HZ084TS ROG Zephyrus G14 Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,72999
171,HP,HP 14s-ef1000tu Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,45999
172,Asus,Asus L502WS Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,62999
173,Dell,Dell 3400 Vostro Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,58999
174,Dell,Dell Inspiron 15 3511 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,63999
175,HP,HP 14-dy1010TU Pavilion x360 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,73999
176,HP,HP 15-DU3517TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,52999
177,Asus,Asus L303WS Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,46999
178,Lenovo,Lenovo 8QIN Ideapad Slim 3 Laptop ,8GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,31999
179,HP,HP ay1038a Envy 13 Convertible Laptop ,16GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,81999
180,Dell,Dell 3511 Inspiron 15 Standard Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,45999
181,Dell,Dell 3511 Inspiron 15 Standard Laptop ,8GB,256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,55999
182,Dell,Dell 3515 Inspiron 15 Standard Laptop ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,45499
183,Dell,Dell 3511 Inspiron 15 Standard Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64499
184,HP,HP 14-eb0019TX Envy Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,81999
185,HP,HP 14-eb0021TX Envy Gaming Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,109999
186,HP,HP 14-ea0538TU Spectre x360 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,104999
187,HP,HP 15-eh1103AU Pavilion Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,62999
188,Lenovo,Lenovo DFIN Ideapad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,45490
189,HP,HP 15s-dy3501TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,39999
190,Dell,Dell 7415 Inspiron 14 Convertible Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,68999
191,Dell,Dell 3515 Inspiron 15 Laptop ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,45799
192,Lenovo,Lenovo 5DIN IdeaPad Flex 5 Convertible Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,52499
193,Lenovo,Lenovo DCIN IdeaPad 5 Pro Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64999
194,Lenovo,Lenovo VXIN IdeaPad Flex 5 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999
195,Lenovo,Lenovo DWIN IdeaPad 3 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36499
196,Lenovo,Lenovo UPIN IdeaPad 3 Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,AMD,Solid State Drive,27980
197,Lenovo,Lenovo W2IN IdeaPad Flex 5 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,55499
198,Microsoft,Microsoft E4K-00014 Surface Pro X Convertible Laptop ,8GB,128GB SSD,Microsoft SQ 1,High End Laptop,AMD,Solid State Drive,89990
199,Asus,Asus EB582TS Laptop ,16GB,512GB SSD + 32GB Intel Optane Memory,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive & Intel Optane Memory,48999
200,Asus,Asus ROG Zephyrus G14 Gaming Laptop ,16GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,142999
201,Apple,Apple Z11C MacBook Pro ,8GB,512GB,Apple M1 Chip,High End Laptop,Apple M1 Chip,Solid State Drive,162900
202,Asus,Asus HN084WS ROG Strix G15 ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,113999
203,Acer,Acer AN515-58 Nitro 5 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,84690
204,Samsung,Samsung Galaxy Book Go Laptop ,4GB,128GB SSD,Qualcomm Snapdragon 7C,Budget Laptop,AMD,Solid State Drive,35999
205,Samsung,Samsung Galaxy Book2 Pro Laptop ,16GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,124999
206,Samsung,Samsung Galaxy Book2 Pro Laptop ,8GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,114999
207,Lenovo,Lenovo MBIN Yoga Slim 7 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,71999
208,Lenovo,Lenovo UWIN Ideapad G3 Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,67999
209,Samsung,Samsung Galaxy Book2 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,96999
210,Samsung,Samsung Galaxy Book2 Pro 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,120999
211,Asus,Asus ROG Strix G15 G513 ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,123999
212,HP,HP 15-EG2019TX Pavilion Laptop ,16GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999
213,Dell,Dell 5410 Inspiron 14 2-IN-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999
214,HP,HP 16-d0302TX Victus Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,63999
215,Asus,Asus VivoBook S 15 L501WS Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,74999
216,Dell,Dell Vostro 3400  Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,51999
217,Asus,Asus HX070T TUF Gaming Laptop ,8GB,1TB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,76999
218,Asus,Asus GJ001W Laptop ,8GB,128GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,22990
219,HP,HP Pavilion 14-dv1000TU Pavilion Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,60400
220,HP,HP Pavilion 14-DY1048TU Convertible x360 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,72999
221,Dell,Dell Inspiron 3511 Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,43999
222,Dell,Dell 3400 Vostro Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,50499
223,HP,HP Envy 13-ay1040AU Convertible x360 Laptop ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,96999
224,HP,HP Pavilion 15-eg2002TU Laptop ,16GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,69999
225,HP,HP 13-ba1505TX Envy Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,93999
226,HP,HP Pavilion 15-EH2024AU laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,63999
227,Lenovo,Lenovo 90IN Ideapad Flex 5 Convertible Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,52499
228,Lenovo,Lenovo 68IN Ideapad G3 Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999
229,Asus,Asus HN309W TUF Gaming F15 Gaming Laptop ,16GB,512GB SSD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61999
230,Samsung,Samsung Galaxy Book2 Pro 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,115999
231,Samsung,Samsung Galaxy Book2 360 Convertible Laptop ,16GB,512GB,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,105999
232,Acer,Acer A315-23 Aspire 3 Laptop ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,29990
233,Asus,Asus HX030WS TUF F17 Gaming Laptop ,16GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,137999
234,Acer,Acer A315-58 Aspire 3 Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,38490
235,Lenovo,Lenovo IdeaPad 3 L1IN Laptop ,16GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,37999
236,Dell,Dell Inspiron 3511 Laptop ,16GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,47999
237,Dell,Dell Inspiron 3515 Laptop ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,41999
238,Dell,Dell Vostro 3405 Laptop ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,39999
239,Dell,Dell 3515 Inspiron 15 Standard Laptop ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,48999
240,Asus,Asus HN036WS TUF Dash F15 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,114999
241,Dell,Dell Vostro 3400 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,55499
242,Avita,Avita Essential Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,22999
243,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,54999
244,Asus,Asus KM731WS ZenBook 14  Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,104999
245,Dell,Dell 5520 G15 Gaming Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,137999
246,Dell,Dell 3511 Inspiron Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,69999
247,Acer,Acer Aspire 3 Laptop ,16GB,256GB SSD,AMD Athlon,Budget Laptop,AMD,Solid State Drive,24990
248,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,70999
249,Dell,Dell 3511 Inspiron 15 Standard Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,66999
250,Dell,Dell 3515 Inspiron 15 Standard Laptop ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,49999
251,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,83999
252,Asus,Asus E210MA-GJ002W Laptop ,4GB,128GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,22990
253,Dell,Dell 3515 Inspiron 15  Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,48999
254,Dell,Dell Vostro 3500 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57999
255,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,4GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,88999
256,Dell,Dell 3515 Inspiron 15 Standard Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,50499
257,Dell,Dell 3515 Inspiron 15 Standard Laptop ,8GB,1TB HDD,AMD Ryzen 5,Mid Range Laptop,AMD,Hard Disk Drive,52999
258,HP,HP Pavilion 15-dk2100TX Gaming Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,66999
259,Asus,Asus HN072WS TUF F15 Gaming Laptop ,8GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,123999
260,Asus,Asus HX021W ROG Strix G17 ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,109999
261,Asus,Asus VivoBook S 15 L701WS Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,94999
262,Asus,Asus HN124W TUF A15 Gaming Laptop ,16GB,512GB,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,99999
263,Asus,Asus HQ275WS ROG Strix G15 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,151999
264,Asus,Asus HN356W TUF F15 Gaming Laptop ,16GB,512GB SSD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61999
265,Asus,Asus ROG Strix G15 G513 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,119999
266,HP,HP 14-DY0208TU Pavilion x360 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,57999
267,Lenovo,Lenovo 7HIN IdeaPad 3 Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999
268,HP,HP 15-eh2025au Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,57999
269,HP,HP  Victus 16-d0354TX Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75499
270,Asus,Asus HN075WS TUF A15 Gaming Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,82999
271,HP,HP Pavilion 15-EG2039TU Laptop ,4GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,86999
272,Asus,Asus KM045WS VivoBook Pro 14 ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,89999
273,Lenovo,Lenovo 0FIN Yoga 6 Convertible Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,74999
274,Dell,Dell Inspiron 3515 Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999
275,Apple,Apple MNEQ3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple M2 Chip,Solid State Drive,149900
276,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,42999
