,Brand,Model,Ram,Rom,Processor,Price Category,Processor Type,Rom Type,Price  (₹),Website,Ram - b,Processor Type - b,Price Category - b
263,Asus,Asus HQ275WS ROG Strix G15 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,151999,RelianceDigital.com,1,1,0
264,Asus,Asus HN356W TUF F15 Gaming Laptop ,16GB,512GB SSD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61999,RelianceDigital.com,2,0,2
265,Asus,Asus ROG Strix G15 G513 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,119999,RelianceDigital.com,1,1,0
266,HP,HP 14-DY0208TU Pavilion x360 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,57999,RelianceDigital.com,1,0,2
267,Lenovo,Lenovo 7HIN IdeaPad 3 Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999,RelianceDigital.com,1,1,1
268,HP,HP 15-eh2025au Laptop ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,57999,RelianceDigital.com,2,1,2
269,HP,HP  Victus 16-d0354TX Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75499,RelianceDigital.com,1,0,0
270,Asus,Asus HN075WS TUF A15 Gaming Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,82999,RelianceDigital.com,2,1,0
271,HP,HP Pavilion 15-EG2039TU Laptop ,4GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,86999,RelianceDigital.com,0,0,0
272,Asus,Asus KM045WS VivoBook Pro 14 ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,89999,RelianceDigital.com,2,1,0
273,Lenovo,Lenovo 0FIN Yoga 6 Convertible Laptop ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,74999,RelianceDigital.com,2,1,0
274,Dell,Dell Inspiron 3515 Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999,RelianceDigital.com,1,1,1
275,Apple,Apple MNEQ3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,149900,RelianceDigital.com,1,2,0
276,Dell,Dell 3511 Inspiron 15 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,42999,RelianceDigital.com,1,0,1
277,Acer,Acer A515-56 Aspire 5 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,48999,RelianceDigital.com,1,0,1
278,HP,HP Pavilion 15-eg2035TU Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,72999,RelianceDigital.com,1,0,0
279,Acer,Acer SF314-511 Swift 3 Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,59750,RelianceDigital.com,1,0,2
280,Apple,Apple Z124 MacBook Air ,8GB,256GB,Apple M1 Chip,High End Laptop,Apple,Solid State Drive,112900,RelianceDigital.com,1,2,0
281,Asus,Asus K2067TS ROG Zephyrus G14 Gaming Laptop ,8GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,72999,RelianceDigital.com,1,1,0
282,Asus,Asus L513WS VivoBook K15 Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64999,RelianceDigital.com,2,0,2
283,Apple,Apple MNEH3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,129900,RelianceDigital.com,1,2,0
284,Apple,Apple MNEJ3HNA MacBook Pro ,8GB,512GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,149900,RelianceDigital.com,1,2,0
285,Apple,Apple MNEH3HNA MacBook Pro ,8GB,256GB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,129900,RelianceDigital.com,1,2,0
286,Asus,Asus K2331TS ROG Zephyrus G14 Gaming Laptop ,16GB,1TB SSD,AMD Ryzen 9,High End Laptop,AMD,Solid State Drive,142999,RelianceDigital.com,2,1,0
287,Asus,Asus EC312WS VivoBook Flip 14 Convertible Laptop,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,51999,RelianceDigital.com,1,0,2
288,Asus,Asus KM531WS ZenBook 14 Laptop ,16GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,89999,RelianceDigital.com,2,0,0
289,Dell,Dell G15 Gaming Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,112999,RelianceDigital.com,2,0,0
290,Dell,Dell 5410 Inspiron 14 2-in-1 Convertible Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,53999,RelianceDigital.com,1,0,2
291,Dell,Dell 5511 G15 Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,77999,RelianceDigital.com,1,0,0
292,Asus,Asus LD123WS ROG Flow Z13 Gaming Laptop ,16GB,512GB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,171999,RelianceDigital.com,2,0,0
293,Dell,Dell 5410 Inspiron 14 2-IN-1 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,79499,RelianceDigital.com,1,0,0
294,Asus,Asus HP702WS ZenBook Flip 13 2-in-1 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,106999,RelianceDigital.com,2,0,0
295,Lenovo,Lenovo 8JIN IdeaPad Slim 3 Laptop ,4GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,30999,RelianceDigital.com,0,0,1
296,HP,HP Pavilion 14-dv1001TU laptop,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,67990,RelianceDigital.com,2,0,2
297,HP,HP 14s-dr4000TU Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,53999,RelianceDigital.com,2,0,2
298,Dell,Dell G15 5511 Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999,RelianceDigital.com,2,0,0
299,Asus,Asus HN036WS TUF Dash F15 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,90999,RelianceDigital.com,1,0,0
300,Asus,Asus LD049WS ROG Flow Z13 Gaming Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,136999,RelianceDigital.com,1,0,0
301,HP,HP 14-dv1002TU Pavilion Thin & Light Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,67400,RelianceDigital.com,1,0,2
302,HP,HP 15s-du3039TU Laptop ,8GB,1TB HDD,11th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,39999,RelianceDigital.com,1,0,1
303,Lenovo,Lenovo UXIN IdeaPad Gaming 3 Laptop ,8GB,1TB HDD,AMD Ryzen 5,Mid Range Laptop,AMD,Hard Disk Drive,63990,RelianceDigital.com,1,1,2
304,Lenovo,Lenovo 5JIN Yoga 9 Convertible Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,174999,RelianceDigital.com,2,0,0
305,Lenovo,Lenovo Legion 5 Pro 16ITH6H Laptop ,16GB,1TB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,159999,RelianceDigital.com,2,0,0
306,HP,HP 15s-du3060TX Laptop ,8GB,1TB HDD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive,59499,RelianceDigital.com,1,0,2
307,Lenovo,Lenovo K0IN IdeaPad Slim 5i Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64990,RelianceDigital.com,1,0,2
308,Lenovo,Lenovo ADIN IdeaPad Slim 5 Laptop ,8GB,512GB SSD,AMD Ryzen 7,Mid Range Laptop,AMD,Solid State Drive,59499,RelianceDigital.com,1,1,2
309,Asus,Asus EJ311TS Laptop ,4GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,29980,RelianceDigital.com,0,0,1
310,HP,HP 14a-na0003tu ChromeBook ,4GB,64GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,24999,RelianceDigital.com,0,0,1
311,HP,HP 16-e0075AX Victus Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,62999,RelianceDigital.com,1,1,2
312,Asus,Asus EJ562WS Laptop ,16GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,45999,RelianceDigital.com,2,0,1
313,HP,HP 15-EC2150AX Pavilion Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,62999,RelianceDigital.com,1,1,2
314,Lenovo,Lenovo L2IN IdeaPad 3 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,37499,RelianceDigital.com,1,0,1
315,Asus,Asus EK003W Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,27499,RelianceDigital.com,0,0,1
316,Asus,Asus EK342WS Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,34999,RelianceDigital.com,1,0,1
317,Asus,Asus Vivobook 14 EB342WS Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,33990,RelianceDigital.com,1,0,1
318,Lenovo,Lenovo EFIN Ideapad 3 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,35990,RelianceDigital.com,1,0,1
319,Lenovo,Lenovo B0IN Ideapad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36980,RelianceDigital.com,1,0,1
320,Asus,Asus BV311T VivoBook 14 Laptop ,8GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,28990,RelianceDigital.com,1,0,1
321,Lenovo,Lenovo E6IN Ideapad Slim 3 Laptop ,8GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,32499,RelianceDigital.com,1,0,1
322,Lenovo,Lenovo FBIN Ideapad Slim 3 Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,37499,RelianceDigital.com,1,0,1
323,Lenovo,Lenovo 95IN Ideapad 1 Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,23890,RelianceDigital.com,0,0,1
324,HP,HP 14-dy0186TU Pavilion x360 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,54999,RelianceDigital.com,1,0,2
325,Lenovo,Lenovo 94IN IdeaPad Flex 5 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,55499,RelianceDigital.com,1,0,2
326,Lenovo,Lenovo B1IN IdeaPad 3 Laptop ,8GB,512GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36999,RelianceDigital.com,1,0,1
327,Asus,Asus EB572WS X415 Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,49999,RelianceDigital.com,1,0,1
328,Lenovo,Lenovo K8IN IdeaPad Slim 3i Laptop ,16GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,38999,RelianceDigital.com,2,0,1
329,Lenovo,Lenovo D330 IdeaPad 1YIN 2-in-1 Convertible Laptop ,4GB,128GB eMMC,Intel Celeron,Budget Laptop,Intel,Embedded Multimedia Card,20999,RelianceDigital.com,0,0,1
330,Asus,Asus E410 Eeebook ,8GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,27499,RelianceDigital.com,1,0,1
331,Lenovo,Lenovo 7KIN IdeaPad Slim 3i Laptop ,4GB,256GB,Intel Celeron,Budget Laptop,Intel,Solid State Drive,27990,RelianceDigital.com,0,0,1
332,Acer,Acer A314-35 Aspire 3 Laptop ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,26699,RelianceDigital.com,0,0,1
333,Lenovo,Lenovo V1IN IdeaPad 3 Laptop ,4GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,52999,RelianceDigital.com,0,0,2
334,HP,HP 15s-eq2144au Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,46999,RelianceDigital.com,1,1,1
335,HP,HP 14s-dr2512TU Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,37499,RelianceDigital.com,1,0,1
336,HP,HP 14s-dr2514TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,42999,RelianceDigital.com,1,0,1
337,HP,HP 15S-FR2508TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,41999,RelianceDigital.com,1,0,1
338,HP,Hp 15s-fq2628TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,41999,RelianceDigital.com,1,0,1
339,Lenovo,Lenovo E5IN IdeaPad Silm 3i Laptop ,4GB,512GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36999,RelianceDigital.com,0,0,1
340,HP,HP 14s-dq3033TU Laptop ,8GB,256GB SSD,Intel Pentium Silver N6000,Budget Laptop,Intel,Solid State Drive,31948,RelianceDigital.com,1,0,1
341,HP,Hp 15s-fr5001TU Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,60999,RelianceDigital.com,1,0,2
342,Lenovo,Lenovo IdeaPad 3 MQIN Laptop ,8GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,29990,RelianceDigital.com,1,0,1
343,HP,HP 14s-fq1089AU Laptop ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,40999,RelianceDigital.com,1,1,1
344,Lenovo,Lenovo IdeaPad Slim 3 Standard Laptop ,8GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,32999,RelianceDigital.com,1,0,1
345,HP,HP 15-EH2018AU Pavilion Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,56999,RelianceDigital.com,1,1,2
346,HP,HP 14-DY0207TU Pavilion x360 Convertible Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,57999,RelianceDigital.com,1,0,2
347,HP,HP 14-DY1049TU Pavilion x360 Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,74999,RelianceDigital.com,2,0,0
348,HP,HP 15-DU3519TX Pavilion Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,63999,RelianceDigital.com,1,0,2
349,Acer,Acer 15 Nitro 5 Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61990,RelianceDigital.com,1,0,2
350,Asus,Asus BV322WS VivoBook 14 Laptop ,8GB,512GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,35999,RelianceDigital.com,1,0,1
351,Asus,Asus BQ301WS VivoBook 15 Laptop ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,34299,RelianceDigital.com,1,1,1
352,HP,HP Pavilion 15-ec2144AX Gaming Laptop ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,66999,RelianceDigital.com,1,1,2
353,Lenovo,Lenovo ARIN Ideapad G3 Gaming Laptop ,4GB,512GB SSD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57999,RelianceDigital.com,0,0,2
354,Asus,Asus EJ312WS Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,34999,RelianceDigital.com,1,0,1
355,MSI,MSI Modern 14 B10MW Laptop ,8GB,512GB SSD,10th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,44499,RelianceDigital.com,1,0,1
356,MSI,MSI Modern 14 B10MW Laptop ,4GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,31490,RelianceDigital.com,0,0,1
357,Asus,Asus AU521WS Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,54999,RelianceDigital.com,2,0,2
358,Asus,Asus EB372WS VivoBook 14 Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,41999,RelianceDigital.com,1,0,1
359,Asus,Asus EB502WS Laptop ,8GB,256GB SSD,11th Gen Intel Core i5,Budget Laptop,Intel,Solid State Drive,43999,RelianceDigital.com,1,0,1
360,Acer,Acer EX215 Extensa 15 Laptop ,4GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,30990,RelianceDigital.com,0,0,1
361,HP,HP 15S-FQ4021TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,52999,RelianceDigital.com,1,0,2
362,Samsung,Samsung Galaxy Book2 Pro Laptop ,8GB,512GB,12th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,106999,RelianceDigital.com,1,0,0
363,HP,HP 14s-dq3032tu Thin & Light Laptop ,8GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,30990,RelianceDigital.com,1,0,1
364,Lenovo,Lenovo 8EIN Ideapad Silm 3i Laptop ,8GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,32999,RelianceDigital.com,1,0,1
365,Lenovo,Lenovo V2IN IdeaPad Slim 3i Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,40999,RelianceDigital.com,1,0,1
366,Asus,Asus BV341T Vivobook 14 Laptop ,8GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,31649,RelianceDigital.com,1,0,1
367,Lenovo,Lenovo 41IN IdeaPad Slim 3 Laptop ,4GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,31490,RelianceDigital.com,0,0,1
368,HP,HP 15s-eq2143AU Laptop ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,38999,RelianceDigital.com,1,1,1
369,HP,HP 14s-fq1092AU Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999,RelianceDigital.com,1,1,1
370,HP,HP 15s-fq4022TU Laptop ,8GB,512GB SSD + 32GB Intel Optane Memory,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive & Intel Optane Memory,51990,RelianceDigital.com,1,0,2
371,HP,HP 14-DQ2606TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,41999,RelianceDigital.com,1,0,1
372,Lenovo,Lenovo IdeaPad 3i 8YIN Laptop ,8GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,32999,RelianceDigital.com,1,0,1
373,Asus,Asus VivoBook 15 EJ502WS Laptop ,8GB,512GB SSD,12th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57999,RelianceDigital.com,1,0,2
374,HP,HP 15s-fq2626TU Laptop ,8GB,256GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36490,RelianceDigital.com,1,0,1
375,HP,HP 15s-fq2627TU Laptop ,8GB,512GB SSD,11th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,39990,RelianceDigital.com,1,0,1
376,Asus,Asus Vivobook 14 Laptop ,8GB,1TB HDD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,28999,RelianceDigital.com,1,0,1
377,Apple,Apple MGN63HNA MacBook Air ,8GB,256GB,Apple M1 Chip,High End Laptop,Apple,Solid State Drive,92900,RelianceDigital.com,1,2,0
378,Apple,Apple MYD82HNA MacBook Pro ,8GB,256GB,Apple M1 Chip,High End Laptop,Apple,Solid State Drive,106699,RelianceDigital.com,1,2,0
379,Lenovo,Lenovo 93IN IdeaPad 3 Laptop ,8GB,256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,33999,RelianceDigital.com,1,0,1
380,Asus,Asus BQ512TS Vivobook Laptop ,8GB,1TB HDD + 256GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,53999,RelianceDigital.com,1,0,2
381,Apple,Apple MGND3HNA MacBook Air ,8GB,256GB,Apple M1 Chip,High End Laptop,Apple,Solid State Drive,92900,RelianceDigital.com,1,2,0
382,Asus,Asus HN362WS TUF F15 Gaming Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,79999,RelianceDigital.com,1,0,0
383,Apple,Apple MBPMKGP3HNA MacBook Pro ,16GB,512GB,Apple M1 Pro chip,High End Laptop,Apple,Solid State Drive,183206,RelianceDigital.com,2,2,0
384,Microsoft,Microsoft 1XF-00013 Surface Pro 7+ Convertible Laptop ,8GB,128GB SSD,11th Gen Intel Core i3,High End Laptop,Intel,Solid State Drive,83999,RelianceDigital.com,1,0,0
385,Lenovo,Lenovo 7EIN IdeaPad Slim 3i Laptop ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47999,RelianceDigital.com,1,1,1
386,HP,HP 14-ED0007QU Laptop ,16GB,128GB eMMC,Qualcomm Snapdragon 7C,Budget Laptop,Snapdragon,Embedded Multimedia Card,39999,RelianceDigital.com,2,3,1
387,HP,HP ENVY x360 E13-BD1003TU Convertible Laptop ,16GB,512GB SSD,11th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,96999,RelianceDigital.com,2,0,0
388,Asus,Asus HQ030WS TUF Dash F15 Gaming Laptop ,8GB,1TB SSD,12th Gen Intel Core i7,High End Laptop,Intel,Solid State Drive,164999,RelianceDigital.com,1,0,0
389,Lenovo,Lenovo J1IN IdeaPad Slim 3i Laptop ,8GB,512GB SSD,11th Gen Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,50999,RelianceDigital.com,1,0,2
390,Lenovo,Lenovo EBIN IdeaPad Slim 3i Laptop ,8GB,512GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Solid State Drive,36999,RelianceDigital.com,1,0,1
391,Lenovo,Lenovo A3IN IdeaPad G3 Gaming Laptop ,16GB,512GB SSD,11th Gen Intel Core i5,High End Laptop,Intel,Solid State Drive,75999,RelianceDigital.com,2,0,0
392,Lenovo,Lenovo 49IN IdeaPad 1 Laptop ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,39499,RelianceDigital.com,1,1,1
393,Dell,Dell 3511 Inspiron 15 ,8GB,1TB HDD + 256GB SSD,10th Gen Intel Core i3,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,45199,RelianceDigital.com,1,0,1
394,Microsoft,Microsoft 34.29 cm (13.5 inch) Surface Laptop,8GB,128GB SSD,10th Gen Intel Core i5,High End Laptop,AMD,Solid State Drive,91990,RelianceDigital.com,1,1,0
395,Apple,Apple MacBook Pro MWP52HNA,16GB,1TB,Apple M2 chip,High End Laptop,Apple,Solid State Drive,189053,RelianceDigital.com,2,2,0
396,Asus,Asus ExpertBook P1 (P1440FA) Laptop,8GB,1TB HDD,10th Gen Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive,62999,RelianceDigital.com,1,0,2
