,Brand,Model,Ram,Rom,Processor,Price Category,Processor Type,Rom Type,Price  (₹),Website,Ram - b,Processor Type - b,Price Category - b
543,Lenovo,Lenovo Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,77990,Flipkart.com,2,0,0
544,Lenovo,Lenovo Ideapad Flex 5 Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,56999,Flipkart.com,1,0,2
545,Lenovo,Lenovo ThinkPad E15 Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,67990,Flipkart.com,1,0,2
546,Lenovo,Lenovo Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,54990,Flipkart.com,1,0,2
547,Lenovo,Lenovo Ideapad Slim3 Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,38990,Flipkart.com,1,0,1
548,Lenovo,Lenovo IdeaPad 1 Celeron Dual Core 4th Gen ,4GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,27990,Flipkart.com,0,0,1
549,Lenovo,Lenovo Thinkbook Convertible Core i7 11th Gen ,16GB,512GB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,84990,Flipkart.com,2,0,0
550,Lenovo,Lenovo Core i7 9th Gen ,16GB,1TB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,229900,Flipkart.com,2,0,0
551,Lenovo,Lenovo ThinkPad E15 Core i3 11th Gen ,4GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,44990,Flipkart.com,0,0,1
552,Lenovo,Lenovo IdeaPad 3 15IML05 Core i3 10th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,32990,Flipkart.com,1,0,1
553,Lenovo,Lenovo IdeaPad 5 Pro Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,72990,Flipkart.com,2,0,0
554,Lenovo,Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U ,16GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,75990,Flipkart.com,2,1,0
555,Lenovo,Lenovo IdeaPad Flex 5 Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,58990,Flipkart.com,1,0,2
556,Lenovo,Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen ,16GB,1TB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,102990,Flipkart.com,2,0,0
557,Lenovo,Lenovo IdeaPad Gaming 3 Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,65990,Flipkart.com,1,0,2
558,Lenovo,Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,87990,Flipkart.com,2,0,0
559,Lenovo,Lenovo IdeaPad 3 Chromebook Celeron Dual Core ,4GB,1TB HDD + 256GB SSD,Intel Celeron,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,19990,Flipkart.com,0,0,1
560,Lenovo,Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57990,Flipkart.com,1,0,2
561,Lenovo,Lenovo Yoga Slim 7 Core i5 10th Gen ,8GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,74990,Flipkart.com,1,0,0
562,Lenovo,Lenovo IdeaPad 3 Core i3 10th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,36999,Flipkart.com,1,0,1
563,Lenovo,Lenovo Ideapad Slim 3i Core i5 11th Gen ,8GB,256GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,54699,Flipkart.com,1,0,2
564,Lenovo,Lenovo Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,142990,Flipkart.com,2,1,0
565,Lenovo,Lenovo Legion Core i5 9th Gen ,8GB,1TB HDD + 256GB SSD,Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,65990,Flipkart.com,1,0,2
566,Lenovo,Lenovo Yoga 6 Ryzen 7 Octa Core 5700U ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,80990,Flipkart.com,2,1,0
567,Lenovo,Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U ,8GB,512GB SSD,AMD Ryzen 7,Mid Range Laptop,AMD,Solid State Drive,63990,Flipkart.com,1,1,2
568,Lenovo,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H ,16GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,77490,Flipkart.com,2,1,0
569,Lenovo,Lenovo Legion 5 Ryzen 5 Hexa Core 5600H ,8GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,74999,Flipkart.com,1,1,0
570,Lenovo,Lenovo IdeaPad Gaming Core i7 10th Gen ,8GB,512GB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,75990,Flipkart.com,1,0,0
571,HP,HP Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,38490,Flipkart.com,1,0,1
572,HP,HP HP Pavilion Ryzen 5 Hexa Core 4600H ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,60950,Flipkart.com,1,1,2
573,HP,HP Ryzen 3 Dual Core 3250U ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,35990,Flipkart.com,1,1,1
574,HP,HP Ryzen 5 Hexa Core 5500U ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,48990,Flipkart.com,1,1,1
575,HP,HP Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,36490,Flipkart.com,1,0,1
576,HP,HP Ryzen 7 Octa Core 5700U ,8GB,512GB SSD,AMD Ryzen 7,Mid Range Laptop,AMD,Solid State Drive,56990,Flipkart.com,1,1,2
577,HP,HP Notebook PC Core i3 11th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,36990,Flipkart.com,1,0,1
578,HP,HP Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,39990,Flipkart.com,1,0,1
579,HP,HP Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,41397,Flipkart.com,1,0,1
580,HP,HP 15s Ryzen 3 Dual Core 3250U ,8GB,1TB HDD + 256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,38999,Flipkart.com,1,1,1
581,HP,HP Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42990,Flipkart.com,1,0,1
582,HP,HP Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,39990,Flipkart.com,1,0,1
583,HP,HP Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,53990,Flipkart.com,1,0,2
584,HP,HP Ryzen 5 Hexa Core 5500U ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47490,Flipkart.com,1,1,1
585,HP,HP Pavilion x360 Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,53990,Flipkart.com,1,0,2
586,HP,HP Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,50990,Flipkart.com,1,0,2
587,HP,HP Ryzen 5 Octa Core 3500u ,8GB,1TB HDD,AMD Ryzen 5,Budget Laptop,AMD,Hard Disk Drive,39980,Flipkart.com,1,1,1
588,HP,HP Pavilion Ryzen 5 Hexa Core 5600H ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,59990,Flipkart.com,1,1,2
589,HP,HP Pavilion Aero Ryzen 5 Hexa Core 5600U ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,64490,Flipkart.com,2,1,2
590,HP,HP Pavilion Ryzen 5 Hexa Core 5500U ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,53990,Flipkart.com,1,1,2
591,HP,HP Laptop 255 G8 Notebook Ryzen 3 Dual Core AMD Ryzen 3,8GB,1TB HDD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive,29790,Flipkart.com,1,1,1
592,HP,HP Ryzen 3 Quad Core 5300U ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,38490,Flipkart.com,1,1,1
593,HP,HP Pavilion Ryzen 7 Octa Core 5825U ,16GB,512GB SSD,AMD Ryzen 7,Mid Range Laptop,AMD,Solid State Drive,69999,Flipkart.com,2,1,2
594,HP,HP Pentium Quad Core ,8GB,256GB SSD,Intel Pentium,Budget Laptop,Intel,Solid State Drive,32490,Flipkart.com,1,0,1
595,HP,HP Ryzen 3 Quad Core 5300U ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,38990,Flipkart.com,1,1,1
596,HP,HP Pavilion Ryzen 5 Hexa Core 5625U ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,52999,Flipkart.com,1,1,2
597,HP,HP Pavilion Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,60990,Flipkart.com,1,0,2
598,HP,HP Celeron Dual Core ,8GB,256GB SSD,Intel Celeron,Budget Laptop,Intel,Solid State Drive,30990,Flipkart.com,1,0,1
599,HP,HP Pavilion Ryzen 5 Hexa Core 5500U ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,59990,Flipkart.com,2,1,2
600,HP,HP Pavilion Gaming Ryzen 5 Hexa Core 5600H ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,59990,Flipkart.com,1,1,2
601,HP,HP Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,41990,Flipkart.com,1,0,1
602,HP,HP Pavilion x360 Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,50990,Flipkart.com,1,0,2
603,HP,HP Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,52990,Flipkart.com,1,0,2
604,HP,HP Pavilion Gaming Core i5 11th Gen ,8GB,1TB HDD + 256GB SSD,Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,66990,Flipkart.com,1,0,2
605,HP,HP Ryzen 3 Dual Core ,8GB,1TB HDD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive,29790,Flipkart.com,1,1,1
606,HP,HP Pavilion Ryzen 5 Hexa Core 5600H ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,61490,Flipkart.com,1,1,2
607,HP,HP Pavilion x360 Convertible Core i7 11th Gen ,16GB,512GB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,85190,Flipkart.com,2,0,0
608,HP,HP Ryzen 3 Hexa Core 4th Gen ,8GB,512GB SSD,AMD Ryzen 3,Mid Range Laptop,AMD,Solid State Drive,63590,Flipkart.com,1,1,2
609,HP,HP Pavilion Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,62990,Flipkart.com,1,0,2
610,HP,HP Core i5 12th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57390,Flipkart.com,1,0,2
611,HP,HP 15s Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,41450,Flipkart.com,1,0,1
612,HP,HP Pavilion Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,65990,Flipkart.com,2,0,2
613,HP,HP Pavilion Ryzen 5 Hexa Core 5500U ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,54999,Flipkart.com,1,1,2
614,HP,HP Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,39990,Flipkart.com,1,0,1
615,HP,HP Pavilion Gaming Ryzen 7 Octa Core 4800H ,16GB,1TB HDD + 256GB SSD,AMD Ryzen 7,High End Laptop,AMD,Hard Disk Drive & Solid State Drive,78990,Flipkart.com,2,1,0
616,HP,HP Pavilion Ryzen 5 Hexa Core 5625U ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,59999,Flipkart.com,2,1,2
617,HP,HP Pavilion x360 Core i3 10th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,47890,Flipkart.com,1,0,1
618,HP,HP Ryzen 5 Quad Core 3500U 3rd Gen ,8GB,1TB HDD,AMD Ryzen 5,Budget Laptop,AMD,Hard Disk Drive,37290,Flipkart.com,1,1,1
619,HP,HP OMEN 15 Ryzen 7 Octa Core 5800H ,16GB,1TB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,158490,Flipkart.com,2,1,0
620,HP,HP Pavilion x360 Core i3 10th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,47890,Flipkart.com,1,0,1
621,HP,HP 15s Core i5 11th Gen ,8GB,1TB HDD,Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive,56490,Flipkart.com,1,0,2
622,HP,HP Core i5 12th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,58990,Flipkart.com,1,0,2
623,HP,HP Core i3 10th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42990,Flipkart.com,1,0,1
624,HP,HP HP Pavilion Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,71990,Flipkart.com,2,0,0
625,HP,HP 15s Core i3 11th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,43490,Flipkart.com,1,0,1
626,HP,HP 15 Core i3 6th Gen ,4GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,34881,Flipkart.com,0,0,1
627,HP,HP Ryzen 3 Dual Core ,8GB,512GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,39000,Flipkart.com,1,1,1
628,HP,HP 14s Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42490,Flipkart.com,1,0,1
629,HP,HP Pavilion Core i5 12th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64900,Flipkart.com,1,0,2
630,HP,HP 14s Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42290,Flipkart.com,1,0,1
631,HP,HP 14s Core i5 10th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,55990,Flipkart.com,1,0,2
632,HP,HP Pavilion Core i7 11th Gen ,16GB,512GB SSD,Intel Core i7,High End Laptop,Intel,Solid State Drive,85190,Flipkart.com,2,0,0
633,HP,HP Pavilion Ryzen 5 Hexa Core 5625U ,16GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,62900,Flipkart.com,2,1,2
634,HP,HP 14s Core i3 10th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,49490,Flipkart.com,1,0,1
635,HP,HP Pavilion Gaming Ryzen 5 Quad Core 3550H ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,59990,Flipkart.com,1,1,2
636,HP,HP Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,61990,Flipkart.com,1,0,2
637,HP,HP Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,57990,Flipkart.com,1,0,2
638,HP,HP 15s Ryzen 5 Hexa Core 4500U ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,45990,Flipkart.com,1,1,1
639,HP,HP 15s Ryzen 5 Quad Core 3500U ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,46990,Flipkart.com,1,1,1
640,HP,HP Pavilion x360 Convertible Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,55490,Flipkart.com,1,0,2
641,HP,HP Pavilion Gaming Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,70990,Flipkart.com,2,0,0
642,HP,HP Pavilion Gaming Ryzen 7 Octa Core 5800H ,16GB,512GB SSD,AMD Ryzen 7,High End Laptop,AMD,Solid State Drive,79990,Flipkart.com,2,1,0
643,Dell,DELL Vostro Core i3 10th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,43390,Flipkart.com,1,0,1
644,Dell,DELL Vostro Ryzen 3 Dual Core R3,8GB,1TB HDD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive,35000,Flipkart.com,1,1,1
645,Dell,DELL Inspiron Athlon Dual Core 3050U ,8GB,256GB SSD,AMD Athlon,Budget Laptop,AMD,Solid State Drive,33290,Flipkart.com,1,1,1
646,Dell,DELL Inspiron Ryzen 3 Dual Core 3250U ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,37799,Flipkart.com,1,1,1
647,Dell,DELL Vostro Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42390,Flipkart.com,1,0,1
648,Dell,DELL Vostro Core i3 10th Gen ,8GB,1TB HDD + 256GB SSD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,41490,Flipkart.com,1,0,1
649,Dell,DELL Inspiron Pentium Silver ,8GB,256GB SSD,Intel Pentium,Budget Laptop,Intel,Solid State Drive,33390,Flipkart.com,1,0,1
650,Dell,DELL Ryzen 3 Dual Core 3250U ,8GB,1TB HDD + 256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,41290,Flipkart.com,1,1,1
651,Dell,DELL Vostro Core i5 11th Gen ,8GB,1TB HDD + 256GB SSD,Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,57390,Flipkart.com,1,0,2
652,Dell,DELL Inspiron Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,55190,Flipkart.com,1,0,2
653,Dell,DELL Vostro Core i3 11th Gen ,4GB,1TB HDD + 256GB SSD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,43090,Flipkart.com,0,0,1
654,Dell,DELL Core i3 10th Gen ,8GB,1TB HDD + 256GB SSD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,42890,Flipkart.com,1,0,1
655,Dell,DELL Inspiron Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,69590,Flipkart.com,2,0,2
656,Dell,DELL Inspiron Core i3 10th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,43590,Flipkart.com,1,0,1
657,Dell,DELL Inspiron Ryzen 3 Dual Core 3250U ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,39490,Flipkart.com,1,1,1
658,Dell,DELL Inspiron Ryzen 3 Dual Core 3250U ,8GB,1TB HDD + 256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive & Solid State Drive,44390,Flipkart.com,1,1,1
659,Dell,DELL Inspiron Ryzen 3 Dual Core 3250U ,8GB,256GB SSD,AMD Ryzen 3,Budget Laptop,AMD,Solid State Drive,39990,Flipkart.com,1,1,1
660,Dell,DELL Vostro Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,40490,Flipkart.com,1,0,1
661,Dell,DELL Vostro Ryzen 5 Quad Core R5,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,40790,Flipkart.com,1,1,1
662,Dell,DELL Vostro Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,43090,Flipkart.com,1,0,1
663,Dell,DELL Vostro Core i3 11th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,41490,Flipkart.com,1,0,1
664,Dell,DELL Inspiron Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42190,Flipkart.com,1,0,1
665,Dell,DELL Ryzen 5 Hexa Core 5600H ,8GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,70990,Flipkart.com,1,1,0
666,Dell,DELL Inspiron Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,76090,Flipkart.com,2,0,0
667,Dell,DELL Vostro Core i3 10th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,40990,Flipkart.com,1,0,1
668,Dell,DELL Inspiron Ryzen 5 Dual Core 3450U ,8GB,512GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,47490,Flipkart.com,1,1,1
669,Dell,DELL Vostro Core i3 11th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,42890,Flipkart.com,1,0,1
670,Dell,DELL Vostro Core i3 10th Gen ,4GB,1TB HDD + 256GB SSD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive & Solid State Drive,44490,Flipkart.com,0,0,1
671,Dell,DELL Inspiron Core i3 11th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,40990,Flipkart.com,1,0,1
672,Dell,DELL Vostro Core i3 11th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,42390,Flipkart.com,1,0,1
673,Dell,DELL Inspiron Ryzen 3 Dual Core 3250U ,8GB,1TB HDD,AMD Ryzen 3,Budget Laptop,AMD,Hard Disk Drive,38990,Flipkart.com,1,1,1
674,Dell,DELL INSPIRON Core i3 10th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,42690,Flipkart.com,1,0,1
675,Dell,DELL Vostro Core i3 10th Gen ,8GB,512GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,43290,Flipkart.com,1,0,1
676,Dell,DELL Vostro Ryzen 5 Hexa Core 5500U ,8GB,512GB SSD,AMD Ryzen 5,Mid Range Laptop,AMD,Solid State Drive,55990,Flipkart.com,1,1,2
677,Dell,DELL Core i3 11th Gen ,8GB,512GB SSD,Intel Core i3,Mid Range Laptop,Intel,Solid State Drive,60690,Flipkart.com,1,0,2
678,Dell,DELL Inspiron Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,Mid Range Laptop,Intel,Solid State Drive,64290,Flipkart.com,1,0,2
679,Dell,DELL Inspiron Core i3 10th Gen ,4GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,39890,Flipkart.com,0,0,1
680,Dell,DELL Vostro Core i3 10th Gen ,4GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,36057,Flipkart.com,0,0,1
681,Dell,DELL Ryzen 5 Hexa Core 5600H ,16GB,512GB SSD,AMD Ryzen 5,High End Laptop,AMD,Solid State Drive,75990,Flipkart.com,2,1,0
682,Dell,DELL Inspiron Core i5 11th Gen ,4GB,1TB HDD + 256GB SSD,Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive & Solid State Drive,56590,Flipkart.com,0,0,2
683,Dell,DELL Inspiron Core i3 10th Gen ,8GB,1TB HDD,Intel Core i3,Budget Laptop,Intel,Hard Disk Drive,39390,Flipkart.com,1,0,1
684,Dell,DELL Core i5 11th Gen ,16GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,85990,Flipkart.com,2,0,0
685,Dell,DELL Inspiron Ryzen 5 Quad Core 3450U ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,44390,Flipkart.com,1,1,1
686,Dell,DELL Vostro Core i5 11th Gen ,8GB,1TB HDD,Intel Core i5,Mid Range Laptop,Intel,Hard Disk Drive,54790,Flipkart.com,1,0,2
687,Dell,DELL Inspiron Core i5 11th Gen ,8GB,512GB SSD,Intel Core i5,High End Laptop,Intel,Solid State Drive,72490,Flipkart.com,1,0,0
688,Dell,DELL Inspiron Core i3 10th Gen ,8GB,256GB SSD,Intel Core i3,Budget Laptop,Intel,Solid State Drive,44190,Flipkart.com,1,0,1
689,Dell,DELL Inspiron Ryzen 7 Octa Core 5825U ,8GB,512GB SSD,AMD Ryzen 7,Mid Range Laptop,AMD,Solid State Drive,66190,Flipkart.com,1,1,2
690,Dell,DELL Inspiron Ryzen 5 Quad Core 3450U ,8GB,256GB SSD,AMD Ryzen 5,Budget Laptop,AMD,Solid State Drive,49613,Flipkart.com,1,1,1
